review,actual,predicted
terima kasih flash sale lazada produk sampai dengan selamat pengiriman cepat penjelasan rapi dan aman,1,1
ongkos kirim terlalu mahal tiga puluh tiga ribu mohon berisi lagi,1,1
lazada bohong kecewa,0,0
bagus barang cepat sampai,1,1
bagus tapi lama sampai pihak lazada yang lambat dari track record penjual sudah langsung ngirim tapi pihak lazada lama,1,0
kasih tahu dong cara cara channel roti transtv trans tujuh metro kok dapat setiap saya cara gagal terus deh begitu ada nomor telepon dan garansi lagi,0,1
puas pokok,1,1
tempered glass oke tertawa shasi kira bahan keras,1,1
baru make kabel sudah putus suara tidak ada bass mentang mentang barang murah tapi tidak begini juga dong cara,0,0
direkomendasikan telepon genggam cerdas kualitas mumpuni dengan harga terjangkau,1,1
barang murah dan garansi resmi mantap,1,1
barang sampai sesuai parkiran,1,1
terima kasih lazada barang oke,1,0
ingin warna barang pas promo yang hitam kosong tinggal satu warna saja tolong dong melengkapi warna hitam dan silvernya,1,0
penipuhan,1,1
tangis oke dengan harga begitu kualitas lumayan oke mudah dipakai soal warna pesan biru muda datang oranye oke lah,0,0
barang sesuai lah dengan harga jadi ingin beli banyak buat stok karena sekali pakai langsung buang,0,0
barang bagus bisa untuk komunikasi pokok terima kasih lazada,0,1
kok saya tidak dapat perdana paket data iya,1,0
terima kasih lazada pengiriman pesanan cepat dan sudah terima dengan selamat lengkap masih tersengal rapi sesuai dengan pesanan semoga awet,1,1
bagus sekali,0,1
dapat ini telepon genggam harga sembilan ratus sembilan puluh sembilan sangat sangat ternilai kelas lho teman-teman yang belum dapat buruan dapetin flash sale,1,1
rusak parah tidak bisa untuk ngopi,1,0
barang sesuai dengan gambar,0,0
mantap anak saya sangat senang dengan jam ini terima kasih lazada,0,0
unit oke lancar tertawa tidak ada headset saja tertawa,1,1
ponakan aku suka bahkan pesan lagi tapi belum ada konfirmasi lanjut mudah mudah dan cepat seperti kiriman kemarin terima kasih lazada,0,0
bagus sekali untuk harga begitu materi bisa tahan sampai tujuh hari setelah fel harga dengan pemakaman bluetoth terima kasih lazada semoga tambah sukses,1,1
mantap kalau tidak percaya cobaan dong,0,1
alhamdulilah barang sampai sebelum tangan estimasi transaksi bayar tempat membuat lebih nyaman buat pelanggan bagus pekerjaan dan ditunggu flash sale lima lagi,1,1
pengiriman lama sekali mungkin karena sepotong tangan merah juga kaya tidak ada kartu garansi juga iya barang yang dikirim sesuai iya secara keseluruhan lumayan lah,1,1
mantap,1,1
barang bagus penjelasan rapi,0,0
terima kasih gawai olin dan lazada pesanan sudah datang,1,1
kualitas sesuai lah sama harga yang tertawa bawah harga capai nomor cacat penjelasan rapi,0,1
semoga redmi lima terus keren,1,1
bayar tempat tepat waktu,1,1
bang kenapa sudah harga bahkan langsung kalau lagi bang harga berapa lama,1,0
bagus sesuai dengan harga,0,1
barang yang ini datang selamat dan oke,1,1
barang sangat baik namun kurang puas pengiriman saya pakai jasa ekspres bayar tapi barang sampai satu hari setelah waktu sehalus seperti mengunakan jasa yang gratis semoga bisa perbaiki salam makin sukses lazada,1,1
saya,1,1
barang baik tapi waktu pengiriman lama dan training tidak jelas,0,1
mau baru alasan barang sudah sampai dan sudah saya berikan pada yang nitip mungkin dia puas hingga nitip pemesanan lagi lima buah untuk rekan rekannya,1,1
hari barang sudah datangan,1,1
mantap,1,1
ini bisa pakai sim cara iya,1,1
redmi lima memang mantap dengan sembilan deliveri bagus satu kali satu tempat jam produk sudah sampai datangan terima kasih lazada,1,1
dikira gagal kirim karena dapat email alamat tidak temukan tapi alhamdulilah sampai walau buat redmi lima tempered glass tidak fel cover atau memang telepon genggam kaya serius tidak empat kali tapi puas penjelasan aman tempered glass sampai dengan selamat tanpa lecet terima kasih,1,1
mau mengapa pesanan saya yang bernomor tiga tiga tiga sampai saat ini belum dikirimkan mohon penjelasan dan tindakan terima kasih,0,0
mantap teman,1,1
sangat memuaskan terima kasih,1,1
harga sangat murah untuk kualitas yang mumpuni seperti ini penjelasan lumayan kecepatan pengiriman sangat bagus terima kasih selera dan led,1,1
barang sudah diterima dengan selamat aku lazada,1,1
barang datang tepat waktu kurir ramah,1,1
cepat sampai alhamdulilah sesuai pesanan terima kasih lazada selalu jadi yang terbaik iya,0,1
mantap jiwa sudah pokok iya,0,1
pesan semalem tadi siang sudah sampai cepat sekali,0,1
pengiriman cepat penjelasan bagus kurir ramah,1,1
mantap cepat sampai bagus condition,1,1
ternyata jam sangat bagus persis dengan yang saya suka ternyata nyala saja kedua jam nya,0,0
sangat bagus sesuai dengan lima,1,1
mantap juragan flash sale kamis sabtu langsung sampai sidoarjo resmi tam pengiriman cepat,1,1
tapi saya whatsapp tidak bisa lupain,0,0
saya sudah pesan empat hari yang lalu atas nama minta beli tapi kenapa belum datang datang iya,0,0
harga yang tercantum apakah sudah sesuai dengan barang yang telah keterima,0,1
penjelasan rapi pengiriman sampai tepat waktu,1,1
produk sampai sini tidak berfungsi tidak nyala bagaimana cara garansi nya,0,0
sesuai orderan,1,1
pengiriman sangat cepat sekali jumat pemesanan sabtu siang sudah sampai kurir ramah menurut saya kabar kurir lex tidak profesional itu palsu bukti saya pemesanan apapun lazada semua produk yang saya pemesanan saya terima dengan cepat dan baik untuk redmi lima rose emas cukup mumpuni untuk pemakaman sehari hari terima kasih lazada,1,1
pengiriman cepat pemesanan kali terima kasih lazada,1,1
barang sudah sampai kecewa karena kotak tidak seperti video yang bersedia,1,0
barang cepat sampai sangat memuaskan,0,1
mantap telepon genggam dan keren habis,1,1
barang datang dengan cepat silah pokok teratas,0,1
emuach,1,1
bagus dan mah gunakan,0,1
aku lumayan suka sekolah tidak perlu bawa telepon genggam pakai jam saja tertawa,0,0
terima kasih kamu terima kasih kamu terima kasih kamu,1,1
mantap habis harga super murah pengiriman lebih baik lagi,1,1
walau penjelasan kurang rapi tapi barang pengiriman cepat sampai dari waktu yang ditentukan barang fungsi oleh hanger lima belas nol penuh bisa pakai sudah tiga jam belum habis dari setelah penjelasan mantap mantap,0,0
alhamdulilah selalu dapat flash sale lazada redmi lima terima kasih lazada,1,1
bagus,0,1
akhir dapat juga ini dari flash sale murah sekali tapi sepi bagus lah cukup untuk pemakaman sehari sehari,1,1
untuk redmi lima produk bagus tidak ada masalah pengiriman juga baik ke depan dilanjutkan terus,1,1
pengiriman lebih cepat dari jadwal sehalus mantap lazada,1,1
terlambat alasan diterima dengan selamat terima kasih lazada teratas,1,1
pesan tangan empat belas sampai tangan tujuh belas barang bagus ke mana rapi terima kasih lazada,1,0
jam sama gambar tapi yang jam cewek mati setelah nyala sejam jam cowok oke yah nama harga murah,0,0
mantabmantabmantabmantabmantab,1,1
mantapopo,1,1
alhamdulilah pengiriman cepat sekali keterangan sampai tiga tapi ternyata tiga tiga puluh satu sudah sampai,1,1
produk yang bagus spesifikasi yang mumpuni dengan harga yang terjangkau terima kasih xiaomi terima kasih lazada,1,1
sehari barang lagi sampai sayang dapat yang warna emas bukan yang rey,1,1
berhasil setelah sekian mencoba flash sale barang teratas,1,1
kalau ada bintang sepuluh pasti saya kasih bintang sepuluh pesan hari ini besok sudah terima bintang sepuluh sudah,1,1
barang cepat sampai terima kasih lazada sukses selalu,1,1
kak mau saya salah detik nomor saya ini yang benar delapan puluh satu miliar tiga puluh juta lima ribu delapan ratus delapan puluh tiga,0,0
tertawa teman-teman mau ini yang sudah pada beli jam ini dengan harga tiga puluh enam ribu murah sekali itu tertawa satu atau dua sepasang,0,0
barang sudah terima pesan lusa sudah sampai barang sesuai gambar terima kasih,0,0
mintalah pokoknya,1,1
lazada muter sekali xiaomi lima yang terbaik,1,1
xiaomi redmi lima memang keren harga murah kualitas oke terima kasih lazada dan terima kasih xiaomi,1,1
terima kasih barang sudah sampai dan dua oke suara mantap,1,1
barang lumayan bagus tidak asal laku atau asal kirim tidak mengirim produk reject warna sesuai produk lumayan tingkatan terus pelayanan dan sih kirim produk yang lolos cek agar pembeli puas dan tidak kapok untuk senja lagi terima kasih,0,0
barang bagus harga murah spesifikasi telepon genggam lumayan,1,1
tidak menyangka barang hari sudah sampai kalau lihat alasan yang lain ada yang bilang barang tidak sampai padahal status barang sudah diri sempat pesimis juga tapi alhamdulilah sampai dan anak saya suka sekali dapat telepon genggam baru terima kasih lazada,1,1
telepon genggam bagus spesifikasi bagus harga satu hutan pokok mendingxiaomi deh,1,1
mbak berapa harga oya apa benar harga begitu,0,0
redmi lima,1,1
barang cepat sampai tertawa menunggu sampai tiga hari saja tertata dengan rapi pengiriman pun baik masih lazada,1,1
barang bagus pakcking rapi estimasi pengiriman lebih cepat dari parkiran pesanan tanggal empat juli barang sampai tanggal enam juli direkomendasikan sekali,1,1
barang sudah datangan kondisi baik dengan bungkus paket yang rapi barang lumayan bagus dengan harga yang murah tapi kualitas lumayan pokok deh terima kasih lazada,1,0
barang murah tidak perlu banyak keluhan,1,1
semoga tyo minggu sih ada promo terus,1,1
barang bagus penjelasan juga keren dan cepat sampai terima kasih lazada,0,0
barang sudah diterima dengan baik sesuai jadwal terima kasih lazada,1,1
mantap,0,1
payah saya beli tiga ping tapi tertawa satu ping yang jadi jualan tidak niat pasti barang juga dari lazadanya,0,0
terima kasih lazada barang cepat sampai baru kali ini dapat semoga minggu dan bisa dapat lagi terima kasih,1,1
barang mantap tidak lazada,1,1
bagus,1,1
ternilai untuk harga sembilan ratus sembilan puluh sembilan,1,1
mau itu pesanan saya jadi kirim tidak iya biasa pesanan cepat sampai kok ini lama lagi mana nanti kalau jadi ngirim terus saya tidak rumah,0,0
penjelasan rapi produk oke semoga saja awet,1,1
lazada adalah yang terbaik,1,1
sudah sampai berfungsi dengan baik terima kasih lazada,0,1
terima kasih lazada pesanan jam tin sudah sampai barang lumayan bagus dengan harga begitu buruan pesan,0,0
penjelasan bagus barang oke tertawa pengiriman tidak seperti biasa sehari datang ini tiga hari baru sampai tapi masih okelah,1,1
terima kasih lazada aku akhir dapat juga bagus lah,1,1
barang sudah kirim tanggal enam februari sampai sekarang delapan maret kok belum sampai,1,0
pengiriman cepat barang sesuai dengan fisik terima kasih lazada,1,1
plastik agak terkelupas,1,1
pengiriman tertawa sehari cepat sekali barang bagus memuaskan terima kasih selera,0,1
pengiriman cepat dan bagus pula terima kasih lazada,1,1
alhamdulilah dapat juga pengiriman cepat sekali satu hari saja terima kasih lazada,1,1
perlu ragu lagi tertawa,1,1
barang bagus dan sesuai harapan,1,1
terima kasih untuk selera dan lazada oke bareng bagus,1,1
barang sudah saya terima masih lazada,1,1
harga promo sembilan ratus sembilan puluh sembilan mantap sudah,1,1
barang asli bagus tertawa kardus penyok dikit efek pengiriman,1,1
telepon genggam yang diterima tidak ada suara telepon genggam juga nyala mati sendiri kecewa sekali dengan kualitas barang,1,0
flash sale lazada memang tidak mengecewakan untuk barang ini saya sangat setuju stok sebanyak lagi,0,1
jam tangan sudah datang barang sesuai dengan gambar waktu cepat dari yang tentukan terima kasih lazada main ketagihan belanja lazada,0,0
barang bagus pengiriman cepat,1,1
lanjutkan tidak tertawa redmi lima yang harga miring,1,1
barang tidak sesuai gambar tidak ada akan menipu merek juga beda menyesal sekali,0,0
penjelasan oke pakai bubble bungkus tapi kok masih saja lecet tiba tangan saya mohon cek dulu sebelum dikirim padahal warna oke sekali,0,0
kesel sekali sudah menunggu lama terus jam yang pria tidak hidup lagi tolong donk belum kirim cek kondisi barang dulu,0,0
untuk kesekian kali dapat,1,1
penjelasan rapi,1,1
smartwatch sudah datang tapi saya kecewa sekali aplikasi tuk menelpon tidak bisa gunakan simcard tidak terhubung bagaimana ini cara mereturns juragan kecewa sekali ini barang beneran asli tidak sih,1,0
model elegan pas tangan tunggu orderan lagi semoga cepat terima kasih lazada,1,0
capai agak sedikit lecet kualitas sesuai harga lah,1,0
barang sesuai dengan pesanan tapi untuk kartu bukan paket data shinta pengguna harus mengisi pulsa dulu terima kasih kasih,1,1
barang agak kurang kuat dipakai baru satu minggu tali pengikat sudah lepas,0,0
cepat datang dan kurir nenen pun,1,1
barang bagus dan pengiriman cepat tertawa sulit sekali untuk mendapatkan barang semoga saat flash sale tidak banyak rusak dan lebih mudah transaksi nya,1,1
terima kasih lazada barang sesuai pesanan,1,1
barang sesuai pesanan tapi ada goresan sedikit jam pengiriman sedikit lama,0,0
barang bagus sekali harga juga murah sedikit kritik buat ekspedisi pakai ninja kurang cepat kalau buat kirim kota kota kecil,1,0
smartwatch yang saya terima lecet bod dan kaca tergores tergores seperti barang,0,0
penjual ramah barang sampai dapat pembungkusan rapi kualitas barang sesuai harga yes,0,1
terbaik kelas niat incer reply tapi yang tertawa ada plin emas daripada tidak dapat langsung sikat,1,1
saya pesan jam ini dari tangan lima belas sampai sekarang jam belum sampai nomor pesan tidak bisa cek lagi tiga ratus tujuh puluh empat juta lima ratus tiga puluh tujuh ribu tiga ratus enam puluh satu mohon konfirmasi iya,0,0
barang terima dengan baik dan cepat,1,1
barang sampai dengan selamat,1,1
pembayaran hari kamis tapi barang terima hari sabtu padahal biasa hari jumat sudah sampai dan diterima,1,1
pemesanan tujuh belas atau satu atau delapan belas estimasi pengiriman ampai tang atau satu atau delapan belas sampai batas waktu estimasi barang belum diterima dijanjikan tangan enam atau satu atau delapan belas dan pada tangan tersebut pun barang tidak datang barang datang seakan hari tangan tujuh atau satu atau delapan belas sangat lama,1,1
mantap,1,1
harga tiga puluh delapan tiga ratus enam puluh empat itu dapat atau harga satukan,0,0
barang sesuai gambar bagus tapi jam yang cewek rusak tapi pengiriman barang kurang dari empat jam mungkin karena saya jakarta kali iya buat thankyou lazada,0,0
kuitansi sama kartu garansi tidak ada,1,1
suhu barang sampai dengan selamat terima kasih,1,1
baterai tidak tahan lama truk agak sulit korek telepon genggam tapi over bagus lah terima kasih selera terima kasih lazada,0,1
sampai dengan selamat penjelasan oke,1,1
bagus,1,1
asyik berlebihan,1,1
barang sesuai untuk mejeng,0,1
saya suherman pemesanan nomor tiga ratus tujuh puluh delapan tiga ratus tujuh puluh delapan sudah sampai tapi kok ada hanger tertawa kabel ust dengan bisa ngerasa dong,1,0
bagus memuaskan tapi saya kecewa karena setelah pemesanan menu pesanan saya kosong sehingga saya sempat was was,1,0
sebanyak saat flash sale dan jangan ada rusak saat melakukan checkout,1,1
mantap flash sale,1,1
kok,1,1
keren lah lazada,1,1
produk bagus untuk telepon genggam harga sejuta fitur lengkap kinerja bagus bisa miracast lagi untuk honhrg sejuta fitur sudah melebihi harga jadi saya bilang telepon genggam ini bagus dan memuaskan,1,1
keren bahan bagus,0,0
setelah menanti lama akhir dapat juga semoga dapat lagi barang bagus dan segel,1,1
kipas bisa digunakan,0,0
baterai terlalu cepat habis kalah dengan powerbank saya yang lima ribu lima ratus mah,0,0
mantap terus lanjutkan flash satenya,1,1
lazada mantap pengirim kilat,1,1
barang sesuai dengan gambar harga terjangkau pengiriman cepat terima kasih lazada,0,1
barang cepat sampai dan kurir ramah sekali terima kasih lazada belanja jadi puas,1,1
barang sesuai gambar bagus dan oke terima kasih lazada,0,1
